49430;PARKING;পার্কিং;Pārkiṁ;null
49431;PADUASOY;শক্ত মোটা সুতার সিল্কের কাপড়;Śakta mōṭā sutāra silkēra kāpaṛa;null
49432;OWSE;জার;Jāra;null
49433;OVERRUNS;পদদলিত করা;Padadalita karā;null
49434;OVERSAW;তত্ত্বাবধান করা;Tattbābadhāna karā;null
49435;PARISHIONER;প্যারিশের অধিবাসী;Pyāriśēra adhibāsī;null
49436;PAEDERASTY;পায়ুকাম;Pāẏukāma;null
49437;PANEGYRIC;স্তুতি;Stuti;null
49438;PATCHED;তালি দিয়া সংস্কার করা;null;null
49439;PALLETIZED;প্যালেটাইজড;Pyālēṭā'ijaḍa;null
49440;PASTES;কাইদ্বারা যোড়া;null;null
49441;PARLEYED;বাক্যালাপ করা;null;null
49442;PALATES;তালু;null;null
49443;PALLIATIONS;লঘুকরণ;Laghukaraṇa;null
49444;PARTICULARISTIC;অনুপ্রবেশ;Anuprabēśa;null
49445;PARAMEDICS;প্যারামেডিক;Pyārāmēḍika;null
49446;PARENTHESES;প্রথম বন্ধনী;Prathama bandhanī;null
49447;OVOID;ডিম্বাকার;Ḍimbākāra;null
49448;PANDERED;কুটনিগিরি করা;null;null
49449;PASSING;ক্ষণস্থায়ী;Kṣaṇasthāẏī;["RUNNING","FAILING"]
49450;OVERPRODUCED;overproduced,;Overproduced,;null
49451;PARRAMATTA;পশম এবং রেশম অথবা কার্পাসের বস্ত্রবিশেষ;Paśama ēbaṁ rēśama athabā kārpāsēra bastrabiśēṣa;null
49452;PACIFICATIONS;শান্তিসংস্থাপন;null;null
49453;PACIFY;শান্ত করা;Śānta karā;["AGGRAVATE"]
49454;PARSIMONY;মিতব্যয়িতা;Mitabyaẏitā;["GENEROSITY"]
49455;PATES;বড়া;Baṛā;null
49456;PARADING;সাড়ম্বরে প্রদর্শন করান;null;null
49457;PARALEGAL;প্যারালিগাল;Pyārāligāla;null
49458;PARALLELISM;সাদৃশ্য;Sādr̥śya;null
49459;PARALOGISMS;ভুল যুক্তি;Bhula yukti;null
49460;PANDA;হিমালয় অঞ্চলের ভল্লুকতুল্য প্রাণিবিশেষ;Himālaẏa añcalēra bhallukatulya prāṇibiśēṣa;null
49461;PALTERING;তুচ্ছ করা;Tuccha karā;null
49462;PARAQUAT;Diuron,;Diuron,;null
49463;OVERHEARD;আড়ি পাতিয়া শোনা;null;null
49464;PANACEAS;সর্বব্যাধিহর ঔষধ;Sarbabyādhihara auṣadha;null
49465;PANDAS;পান্ডাস;Pānḍāsa;null
49466;PARTICIPATION;অংশগ্রহণ;Anśagrahaṇa;null
49467;OVERRIDDEN;উপেক্ষা;Upēkṣā;null
49468;OVERSTAYERS;আইটি;Ā'iṭi;null
49469;PATERFAMILIAS;পরিবারের কর্তা;Paribārēra kartā;null
49470;PACKAGER;প্যাকেজ;Pyākēja;null
49471;PANTHEISTIC;সর্বেশ্বরবাদী;Sarbēśbarabādī;null
49472;OVERWHELM;অভিভূত করা;Abhibhūta karā;["CAPITULATE"]
49473;PALACE;প্রাসাদ;Prāsāda;null
49474;PALAEOGRAPHIES;প্রাচীন লিপি-বিজ্ঞান;null;null
49475;PALANQUIN;পালকি;Pālaki;null
49476;OXIDASE;অক্সিডেস;Aksiḍēsa;null
49477;PARTITIVES;অংশবিভাজক;null;null
49478;OVERLORD;প্রভু;Prabhu;null
49479;PARTICULARISE;হতেও;Hatē'ō;["GENERALIZE"]
49480;PARASOLS;আতপত্র;Ātapatra;null
49481;PANCREATIN;বৃক;Br̥ka;null
49482;PARASITIC;পরাশ্রয়ী;Parāśraẏī;null
49483;PALSGRAVE;বিচার - বিষয়ে পূর্ণস্বাধীনতাসম্পন্ন নৃপতি বা ভূস্বামী;Bicāra - biṣaẏē pūrṇasbādhīnatāsampanna nr̥pati bā bhūsbāmī;null
49484;PAMPER;লাই দেত্তয়া;Lā'i dēttaẏā;null
49485;PANACHE;শিরস্ত্রাণের উঅপরে ব্যবহৃত পাখির পালক;Śirastrāṇēra u'aparē byabahr̥ta pākhira pālaka;["CLUMSINESS"]
49486;OVERGRAZE;তেলেঙ্গানা;Tēlēṅgānā;null
49487;PARALLELING;সমান্তরালভাবে স্থাপন করা;null;["OBLIQUE","PERPENDICULAR"]
49488;OVERLAPPING;অধিক্রমণ;Adhikramaṇa;null
49489;PARCHES;সামান্য দগ্ধ করা;Sāmān'ya dagdha karā;null
49490;PALSIES;পুনর্বাসনের;Punarbāsanēra;null
49491;PARASITISM;পরাশ্রয়িতা;Parāśraẏitā;null
49492;OVERHANGING;উপরে ঝোলা;Uparē jhōlā;null
49493;PARASITOIDS;প্যারাসিটয়েড;Pyārāsiṭaẏēḍa;null
49494;PALPATING;আইএমএফের;Ā'i'ēma'ēphēra;null
49495;PASTIEST;আঠাল;Āṭhāla;null
49496;PATELLA;চক্রিকা;Cakrikā;null
49497;PANICKY;ত্রাসিত;Trāsita;["CALM"]
49498;PANNIKINS;পেয়ালা;Pēẏālā;null
49499;PATENTED;পেটেন্ট;Pēṭēnṭa;null
49500;PARACHUTES;প্যারাশুট;Pyārāśuṭa;null
49501;PARASTATAL;প্যারাস্টটল;Pyārāsṭaṭala;null
49502;PARCELLED;parceled;Parceled;null
49503;OVERINDULGENCE;অপরিমিতাচার;Aparimitācāra;["MODERATION"]
49504;PALPITATES;ধুক্ধুকানি করা;null;null
49505;PANEER;পণীর;Paṇīra;null
49506;PASTILLE;রঙের পেন্সিল;Raṅēra pēnsila;null
49507;PASTORALIST;মেষপালকের চরিত্র বা ধরণের অনুরাগী ব্যক্তি;Mēṣapālakēra caritra bā dharaṇēra anurāgī byakti;null
49508;PARAGRAPHING;ব্লগের;Blagēra;null
49509;PARASITAEMIA;প্যারাসিটিমিয়া;Pyārāsiṭimiẏā;null
49510;PARCHMENTS;বোকার;Bōkāra;null
49511;PARADES;প্যারেড;Pyārēḍa;null
49512;PARTIS;পার্টি;Pārṭi;null
49513;PANEGYRIZE;প্রশংসা করা;Praśansā karā;null
49514;PARAPHRASING;শব্দান্তরে প্রকাশ করা;null;null
49515;PARCELS;পার্সেল;Pārsēla;null
49516;PALPEBRA;ঢাকনা দিয়ে রোমের;Ḍhākanā diẏē rōmēra;null
49517;PANTECHNICON;আসবাবপত্রের গুদাম;Āsabābapatrēra gudāma;null
49518;PARCEL;পুলিন্দা;Pulindā;null
49519;OVERHAULED;পরিবর্তন;Paribartana;null
49520;PARALLELOGRAMS;সমান্তরিক-ক্ষেত্র;null;["TRAPEZIUM"]
49521;OVERHEATS;অতিমাত্রায় তপ্ত করা;null;null
49522;PARVENU;ভুঁইফোঁড় ব্যক্তি;Bhum̐iphōm̐ṛa byakti;null
49523;PASTORALISM;মেষপালকের চরিত্র বা ধরণ;Mēṣapālakēra caritra bā dharaṇa;null
49524;PARSLEY;পার্সলে;Pārsalē;null
49525;PALPING;ছোঁয়া;Chōm̐ẏā;null
49526;PARADISES;নন্দনকানন;null;null
49527;PASSWORD;পাসওয়ার্ড;Pāsa'ōẏārḍa;null
49528;OVERHEATING;অতিমাত্রায় তপ্ত করা;null;null
49529;PARACLETE;স্বপক্ষীয় উকিল;Sbapakṣīẏa ukila;null
49530;PARADISIAC;পরম সুখপূর্ণ;Parama sukhapūrṇa;null
49531;PARASITOLOGY;মুর্শিদাবাদ;Murśidābāda;null
49532;PALPABILITY;প্রতীয়মানতা;Pratīẏamānatā;["IMPALPABILITY","INTANGIBILITY"]
49533;PARALLELED;সমান্তরালভাবে স্থাপন করা;null;["OBLIQUE","PERPENDICULAR"]
49534;PARAPHRASES;শব্দান্তরে প্রকাশ করা;null;null
49535;PATHNAME;পাথের নাম;Pāthēra nāma;null
49536;OVERHUNG;উপরে ঝোলা;Uparē jhōlā;null
49537;PARACHUTIST;বিমানছত্র ব্যবহারকারী;Bimānachatra byabahārakārī;null
49538;PANCREATINS;বৃক;Br̥ka;null
49539;OVERLAPPED;উপরে চাপিয়া পড়া;null;null
49540;PANCAKES;প্যানকেকস;Pyānakēkasa;null
49541;PASSIONATED;সঙ্গী;Saṅgī;null
49542;PASSER;পথিক;Pathika;null
49543;PARAGRAPHS;অনুচ্ছেদ;Anucchēda;null
49544;PANELIST;অতীতের;Atītēra;null
49545;PARBOIL;সম্পূর্ণরূপে সিদ্ধ করা;Sampūrṇarūpē sid'dha karā;null
49546;PANDEMIC;পৃথিবীব্যাপি;Pr̥thibībyāpi;null
49547;PARCELLING;বিতরণ;Bitaraṇa;null
49548;PALTRIER;নীচ;Nīca;null
49549;OVERINDULGENCES;মাত্রাধিক প্রশ্রয়;null;null
49550;PALPITATING;ধুক্ধুকানি করা;null;null
49551;OVERHEARING;আড়ি পাতিয়া শোনা;null;null
49552;PANCREASES;স্বপক্ষে;Sbapakṣē;null
49553;PANEGYRIST;প্রশংসাকারী;Praśansākārī;null
49554;PARTLY;আংশিকভাবে;Ānśikabhābē;["WHOLLY"]
49555;PANTED;হাঁফ;Hām̐pha;null
49556;PATERNAL;পৈতৃক;Paitr̥ka;["MATERNAL","FILIAL"]
49557;PALP;মানান;Mānāna;null
49558;PARBOILED;ডাঁট;Ḍām̐ṭa;null
49559;PALMS;বাঁশজাতীয়;Bām̐śajātīẏa;null
49560;PARASITE;পরজীবী;Parajībī;["HOST"]
49561;PART;অংশ;Anśa;["WHOLLY"]
49562;PARTICIPATORS;উপলক্ষে;Upalakṣē;null
49563;PALPITATED;ধুক্ধুকানি করা;null;null
49564;PARACHUTISTS;বিমানছত্র ব্যবহারকারী;Bimānachatra byabahārakārī;null
49565;PARAPLEGICS;অবশ হওয়ার;Abaśa ha'ōẏāra;null
49566;PARSING;পদপরিচয়;Padaparicaẏa;null
49567;PANGA;অড - ছোরাবিশেষ;Aḍa - chōrābiśēṣa;null
49568;PALTERS;তুচ্ছ করা;Tuccha karā;null
49569;PARADOX;কূটাভাস;Kūṭābhāsa;null
49570;OVERGROWING;বৃদ্ধিতে ছাপাইয়া যাত্তয়া;null;null
49571;OVERLAID;থাকা;Thākā;null
49572;PARBOILING;সম্পূর্ণরূপে সিদ্ধ করা;Sampūrṇarūpē sid'dha karā;null
49573;PASSADO;এক পা বাড়াইয়া দিয়া খোঁচা দেওয়া;Ēka pā bāṛā'iẏā diẏā khōm̐cā dē'ōẏā;null
49574;PASTY;এঁেটল;Ēm̐ēṭala;null
49575;PATCHING;প্যাচিং;Pyāciṁ;null
49576;PASTEURISATION;পাস্তুরায়ণ;Pāsturāẏaṇa;null
49577;PANATELLA;লম্বা সরু চুরুট;Lambā saru curuṭa;null
49578;PARAPHING;স্বাক্ষর করা;Sbākṣara karā;null
49579;PALTRIEST;নীচ;Nīca;null
49580;PARAKEETS;টিয়া;Ṭiẏā;null
49581;PARRY;ঠেকান;Ṭhēkāna;null
49582;PASSKEY;বিশেষ ব্যক্তিগত চাবি;Biśēṣa byaktigata cābi;null
49583;PALOOKA;অপটু খেলোয়াড় বা ক্রীড়াবিদ;Apaṭu khēlōẏāṛa bā krīṛābida;null
49584;PALTERED;তুচ্ছ করা;Tuccha karā;null
49585;PANICKING;আকস্মিক করা;null;null
49586;PASSE;বিগতযৌবনা;Bigatayaubanā;["IN"]
49587;PANTOMIME;পুতুলনাচ;Putulanāca;null
49588;PARTICULARIZING;সবিশেষ বলা;null;null
49589;PHONETIC;স্বরবিষয়ক;Sbarabiṣaẏaka;null
49590;PERCEIVE;বোঝা;Bōjhā;["IGNORE"]
49591;PERCENT;শতাংশ;Śatānśa;null
49592;PER;দ্বারা;Dbārā;null
49593;PERFUME;সুগন্ধি;Sugandhi;null
49594;PERFUNCTORY;ভাসা - ভাসা;Bhāsā - bhāsā;["THOUGHTFUL"]
49595;PESSIMISTIC;হতাশাপূর্ণ;Hatāśāpūrṇa;["OPTIMISTIC"]
49596;PHARES;পেরেজ;Pērēja;null
49597;PEREGRINATOR;পর্যটন;Paryaṭana;null
49598;PAWKIER;ধূর্ত;Dhūrta;null
49599;PAYSLIP;বেতন;Bētana;null
49600;PEASEN;মটর;Maṭara;null
49601;PEAT;পিট;Piṭa;null
49602;PEALED;উচ্চ শব্দে নিনাদিত হত্তয়া;null;null
49603;PERSPECTIVES;দৃষ্টিকোণ;Dr̥ṣṭikōṇa;null
49604;PERSPICUITY;সুস্পষ্টতা;Suspaṣṭatā;null
49605;PERSIST;জিদ করা;Jida karā;["GIVE UP"]
49606;PERSECUTOR;পীড়ক;Pīṛaka;null
49607;PEDAGOGY;শিক্ষাবিজ্ঞান;Śikṣābijñāna;null
49608;PECANS;পিক্যান;Pikyāna;null
49609;PEDIMENTAL;ত্রিকোণসংক্রান্ত;Trikōṇasaṅkrānta;null
49610;PEDAGOGUISM;পণ্ডিতিপনা;Paṇḍitipanā;null
49611;PEDESTRIANS;পথচারীরা;Pathacārīrā;null
49612;PENMANSHIPS;লিখিবার কৌশল;null;null
49613;PENNIS;এর উইংস;Ēra u'insa;null
49614;PENSTOCKS;নদীর জলকপাট;Nadīra jalakapāṭa;null
49615;PENTATOMIC;উঠবে;Uṭhabē;null
49616;PHOTOPHOBIA;আলোকাতঙ্ক রোগ;Ālōkātaṅka rōga;null
49617;PENDANTS;লম্বমান অংশ;null;null
49618;PENDENTS;কর্ণকুণ্ডল;null;null
49619;PERISHED;ধ্বস্ত;Dhbasta;["BE BORN"]
49620;PHAROS;বাতিঘর বা আলোকসংকেত;Bātighara bā ālōkasaṅkēta;null
49621;PERSISTS;চলতেই;Calatē'i;null
49622;PEEVE;অপমান;Apamāna;null
49623;PENULTIMATE;উপান্ত্য;Upāntya;null
49624;PHOTOGRAPH;আলোকচিত্র;Ālōkacitra;null
49625;PEAKING;চূড়ান্তে ওঠে;Cūṛāntē ōṭhē;null
49626;PEONS;পিয়ন;Piẏana;null
49627;PERFORATION;ছিদ্র;Chidra;null
49628;PAUSED;বিরাম দেওয়া;Birāma dē'ōẏā;null
49629;PAWPAW;পেঁপে;Pēm̐pē;null
49630;PELTED;ছোড়া;Chōṛā;null
49631;PEPPERS;মরিচ;Marica;null
49632;PERIPLUS;তাঁর খ্যাতি;Tām̐ra khyāti;null
49633;PERJURED;মিথ্যা হলফ করিয়াছে এমন;Mithyā halapha kariẏāchē ēmana;null
49634;PERMISSIBLE;অনুমোদনযোগ্য;Anumōdanayōgya;["IMPERMISSIBLE"]
49635;PERSPICACIOUS;তীক্ষ্নদৃষ্টি;Tīkṣnadr̥ṣṭi;["DENSE"]
49636;PERUSING;অধীতী;Adhītī;null
49637;PEELER;লুণ্ঠক;Luṇṭhaka;null
49638;PENSION;পেনশন;Pēnaśana;null
49639;PHARISAISMS;ধর্মধ্বজিতা;null;null
49640;PHEASANT;রঙ্গীন পক্ষীবিশেষ;Raṅgīna pakṣībiśēṣa;null
49641;PEASECOD;মটরশুঁটি;Maṭaraśum̐ṭi;null
49642;PERCEPTIBILITY;অনুভবনীয়তা;Anubhabanīẏatā;null
49643;PEAKY;কৃশ;Kr̥śa;null
49644;PERPETUANCE;স্থায়ী রূপ দান;Sthāẏī rūpa dāna;null
49645;PHOSPHORITE;তথ্য বিনিময়;Tathya binimaẏa;null
49646;PHUT;ধ্বংসীভূত;Dhbansībhūta;null
49647;PHENOTYPICALLY;পর বিভাজন;Para bibhājana;null
49648;PHILOLOGICALLY;ভাষাবিজ্ঞানে;Bhāṣābijñānē;null
49649;PHOSPHORYLATION;ফসফেট;Phasaphēṭa;null
49650;PHENOMENOLOGIST;এরূপ বস্তু বা ঘটনা;Ērūpa bastu bā ghaṭanā;null
49651;PHYLLOMANIA;অতিরিক্ত পত্রোদগম;Atirikta patrōdagama;null
49652;PATTERNING;আদর্শরূপে গঠন করা;null;null
49653;PATRIARCHATE;বিশপের পদ;Biśapēra pada;null
49654;PATHOLOGISTS;রোগবিদ্যাবিৎ;Rōgabidyābiṯ;null
49655;PATRICK;প্যাট্রিক;Pyāṭrika;null
49656;PATRISTICS;সংসার;Sansāra;null
49657;PHENOMENALITY;লেখা দেবার;Lēkhā dēbāra;null
49658;PATROL;চৌকি;Cauki;null
49659;PHONETICIANS;ভাষার ধ্বনিবিজ্ঞানী;Bhāṣāra dhbanibijñānī;null
49660;PERCEPTUAL;প্রতক্ষ্যজ;Pratakṣyaja;null
49661;PESTILENCE;মহামারী;Mahāmārī;null
49662;PECTIN;ফলমধ্যে প্রাপ্ত শালিজাতীয় পদার্থবিশেষ;Phalamadhyē prāpta śālijātīẏa padārthabiśēṣa;null
49663;PEEKS;পিক;Pika;null
49664;PEERLESS;তুলনাহীন;Tulanāhīna;null
49665;PENDULATES;দোলকের ন্যায় দোলা;Dōlakēra n'yāẏa dōlā;null
49666;PEPPERONI;পেপারনি;Pēpārani;null
49667;PEPTIDOGLYCAN;পেপ্টাইডোগ্লাইকেন;Pēpṭā'iḍōglā'ikēna;null
49668;PERFUMERIES;perfumeries সুগন্ধি;Perfumeries sugandhi;null
49669;PERIODICALLY;পর্যায়ক্রমে;Paryāẏakramē;["CONSTANTLY"]
49670;PAY;বেতন;Bētana;["DEFAULT"]
49671;PEACEMAKERS;শান্তি স্থাপনের;Śānti sthāpanēra;null
49672;PEACOD;মটরশুঁটি;Maṭaraśum̐ṭi;null
49673;PEDICURES;নখ পরিচর্যা;Nakha paricaryā;null
49674;PELAGES;লোম;Lōma;null
49675;PHANTASMS;ফুল ফুল ফুল;Phula phula phula;null
49676;PHARMACOPOEIA;ঔষধ প্রস্তুত করার প্রণালীসম্বন্ধে নির্দেশসংবলিত পুস্তক বা তালিকা;Auṣadha prastuta karāra praṇālīsambandhē nirdēśasambalita pustaka bā tālikā;null
49677;PHARYNXES;ফ্যারিঙ্ক্স্;null;null
49678;PENUMBRAS;ভীত সময়টায়;Bhīta samaẏaṭāẏa;null
49679;PATHOGENS;প্যাথোজেনের;Pyāthōjēnēra;null
49680;PATTERED;টুপ টুপ করিয়া পড়া;null;null
49681;PATRONIZES;ফিনিক্সের লেজ;Phiniksēra lēja;["BOYCOTT"]
49682;PATRONISE;রক্ষা করা;Rakṣā karā;["BOYCOTT"]
49683;PATTERNED;আদর্শরূপে গঠন করা;null;["PLAIN"]
49684;PHILOSOPHISING;মিসাইলও;Misā'ila'ō;null
49685;PHISHING;ফিশিং;Phiśiṁ;null
49686;PHLEGMATIC;জড়;Jaṛa;["ENERGETIC"]
49687;PERCENTAGE;শতকরা হার;Śatakarā hāra;null
49688;PEREGRINATE;বিদেশে বাস করা;Bidēśē bāsa karā;null
49689;PERFECTION;পরিপূর্ণতা;Paripūrṇatā;["IMPERFECTION"]
49690;PERFORMS;সঞ্চালিত;Sañcālita;null
49691;PERCUSSED;নাড়াচাড়া দেত্তয়া;Nāṛācāṛā dēttaẏā;null
49692;PESOS;পেসো;Pēsō;null
49693;PHARISEES;ফরীশীরা;Pharīśīrā;null
49694;PERDURABLE;চিরস্থায়ী;Cirasthāẏī;null
49695;PERFORMANCES;ক্রিয়াকাণ্ড;Kriẏākāṇḍa;null
49696;PAX;শান্তি;Śānti;null
49697;PEACE;শান্তি;Śānti;["WAR"]
49698;PAUSING;বিরত হত্তয়া;null;null
49699;PERMUTATIONS;বিনিময়;Binimaẏa;null
49700;PERSEVERATE;অতি - প্রলম্বিত করা;Ati - pralambita karā;null
49701;PERTURBATED;বিভ্রান্ত করা;Bibhrānta karā;null
49702;PERMUTED;সরিয়ে রাখা;null;null
49703;PEWS;গির্জায় ঘেরা আসন;Girjāẏa ghērā āsana;null
49704;PHOTOVOLTAIC;ফোটোভোলটাইক;Phōṭōbhōlaṭā'ika;null
49705;PERMITS;পারমিট;Pāramiṭa;["DISALLOW","FORBID","PREVENT"]
49706;PEDERASTY;পায়ুকাম;Pāẏukāma;null
49707;PECULATES;অন্যায়ভাবে আত্মসাৎ করা;An'yāẏabhābē ātmasāṯ karā;null
49708;PEDICAB;সাইকেল রিক্সা;Sā'ikēla riksā;null
49709;PENITENTIAL;অনুতাপসংক্রান্ত;Anutāpasaṅkrānta;null
49710;PENCILLING;প্রেজেন্টেশন;Prējēnṭēśana;null
49711;PEPPERED;মরিচ ছিটাইয়া দেত্তয়া;null;null
49712;PERCEPTIONS;অনুভূতি;Anubhūti;null
49713;PHALLICISM;লিঙ্গপূজা;Liṅgapūjā;null
49714;PAUPERIZE;নি: স্ব করা;Ni: Sba karā;null
49715;PEDIATRICIANS;শিশু বিশেষজ্ঞ;Śiśu biśēṣajña;null
49716;PEEPER;চোখ;Cōkha;null
49717;PENTANGLE;পঞ্চভূজ;Pañcabhūja;null
49718;PETTIER;ক্ষুদ্র;Kṣudra;null
49719;PEDOGENESIS;পেডোজেনেসিস;Pēḍōjēnēsisa;null
49720;PERISHER;যে ব্যক্তিকে কেহ পছন্দ করে না;Yē byaktikē kēha pachanda karē nā;null
49721;PAUPERIZED;চরম অভাবগ্রস্ত করা;null;null
49722;PEDLARS;ফেরিত্তয়ালা;Phērittaẏālā;null
49723;PENETRATION;অনুপ্রবেশ;Anuprabēśa;null
49724;PERCOLATE;পরিস্রুত করা;Parisruta karā;null
49725;PERSUADE;জপান;Japāna;["DISSUADE"]
49726;PEDANTRY;পণ্ডিতিপনা;Paṇḍitipanā;["CREATIVITY"]
49727;PEELING;পিলিং;Piliṁ;["SMOOTH"]
49728;PETITIONED;প্রার্থনা করা;Prārthanā karā;null
49729;PERSONIFYING;পারেনি;Pārēni;null
49730;PEDAGOGICAL;পণ্ডিতিপনামূলক;Paṇḍitipanāmūlaka;null
49731;PERCEPTIBLE;প্রতক্ষ্য;Pratakṣya;["IMPERCEPTIBLE"]
49732;PERISPERM;পরিভ্রূণ;Paribhrūṇa;null
49733;PETRODOLLARS;পেট্রোডলার;Pēṭrōḍalāra;null
49734;PAWKY;ধূর্ত;Dhūrta;null
49735;PERLUSTRATED;দেখা;Dēkhā;null
49736;PENALIZES;দণ্ডনীয় করা;null;null
49737;PEREGRINE;বিদেশী;Bidēśī;null
49738;PERFECT;নিখুঁত;Nikhum̐ta;["IMPERFECT"]
49739;PEDALLING;pedaling;Pedaling;null
49740;PEGASUS;কাব্যপ্রতিভা;Kābyapratibhā;null
49741;PENS;কলম;Kalama;null
49742;PEONAGE;দাসত্ব;Dāsatba;null
49743;PHONY;নকল;Nakala;["GENUINE"]
49744;PHYLA;অব ট্যাক্সোনমির হিসেব;Aba ṭyāksōnamira hisēba;null
49745;PHONOGRAPHIC;ভাষার ধ্বনিগত;Bhāṣāra dhbanigata;null
49746;PHONOGRAPH;ধ্বনিনির্দেশক চিহ্ন;Dhbaninirdēśaka cihna;null
49747;PHOTOCOPIERS;ফটোকপি;Phaṭōkapi;null
49748;PHOSPHORE;শুকতারা;Śukatārā;null
49749;PHYSIATRIST;সাইক্রিয়াটিস্ট;Sā'ikriẏāṭisṭa;null
49750;PHILISTINE;সঙ্কীর্ণমনা ব্যক্তি;Saṅkīrṇamanā byakti;null
49751;PAVEMENTS;ফুটপাথ;Phuṭapātha;null
49752;PERVERSITIES;বিকৃতি;Bikr̥ti;null
49753;PENTAGON;পঁচকোণ;Pam̐cakōṇa;null
49754;PERMANENTLY;স্থায়িভাবে;Sthāẏibhābē;["TEMPORARILY"]
49755;PERTNESS;ঢিটপনা;Ḍhiṭapanā;null
49756;PERFORATES;বিদ্ধ করা;Bid'dha karā;null
49757;PETS;গৃহপালিত;Gr̥hapālita;null
49758;PERSPECTIVIST;সাথেই;Sāthē'i;null
49759;PEDIATRICS;বালরোগচিকিত্সা;Bālarōgacikitsā;null
49760;PENTAMEROUS;পঁচদল;Pam̐cadala;null
49761;PERIDOTITE;অন্তত কম পরিমাণে;Antata kama parimāṇē;null
49762;PETROCHEMISTRY;শিলা রসায়ন;Śilā rasāẏana;null
49763;PHALANX;বূ্যহ;Būyaha;null
49764;PHANTASMAL;ভূতুরে;Bhūturē;null
49765;PAYMASTER;বকশী;Bakaśī;null
49766;PEAKED;কৃশ;Kr̥śa;["ROUNDED"]
49767;PEALING;উচ্চ শব্দে নিনাদিত হত্তয়া;null;null
49768;PEACOCKS;ময়ুর;Maẏura;null
49769;PERSECUTORS;নিগ্রহকারী;null;null
49770;PERSONALITY;ব্যক্তিত্ব;Byaktitba;null
49771;PERSONALIZES;ব্যক্তিগত;Byaktigata;null
49772;PERT;অকালপক্ক;Akālapakka;["LISTLESS"]
49773;PERSPECTIVE;পরিপ্রেক্ষিত;Pariprēkṣita;null
49774;PERUSAL;পড়ন;Paṛana;null
49775;PHRENETICS;উন্মাদগ্রস্ত ব্যক্তি;null;null
49776;PERORATED;ভাষণ দেত্তয়া;Bhāṣaṇa dēttaẏā;null
49777;PEDOMETERS;পাদক্ষেপগণনাযন্ত্র;Pādakṣēpagaṇanāyantra;null
49778;PELLETS;ক্ষুদ্র দলা;Kṣudra dalā;null
49779;PELLUCIDITY;স্বচ্ছতা;Sbacchatā;["OBSCURITY"]
49780;PENALTIES;জরিমানা;Jarimānā;null
49781;PENGUIN;পেংগুইন;Pēṅgu'ina;null
49782;PENOLOGY;কারাব্যবস্থা;Kārābyabasthā;null
49783;PENUMBRA;উপচ্ছায়া;Upacchāẏā;null
49784;PHOTOSYSTEM;ওয়ার্মআপ;Ōẏārma'āpa;null
49785;PEPPERY;ঝাল;Jhāla;["MILD"]
49786;PERSISTING;অক্লান্ত;Aklānta;null
49787;PERSEVERES;অধ্যবসায়ী হত্তয়া;null;null
49788;PERTURBATIONS;ব্যাকুলতা;Byākulatā;null
49789;PEEN;খাঁজ কাটা প্রান্ত;Khām̐ja kāṭā prānta;null
49790;PERSONALIZING;ব্যক্তিগতকৃত;Byaktigatakr̥ta;null
49791;PERSPIRATION;ঘাম;Ghāma;null
49792;PETRIFACTIONS;পাষাণীকরণ;null;null
49793;PERTAINED;অধিকারে থাকা;Adhikārē thākā;null
49794;PEEING;প্রস্রাব করা;Prasrāba karā;null
49795;PHONECARDS;ফোন কার্ড;Phōna kārḍa;null
49796;PERAMBULATE;ইতস্ততঃ ভ্রমণ করা;null;null
49797;PHANTASMAGORIA;মোহাবিষ্টনেত্রে দৃষ্ত অলীক ছায়ামূর্তির বা প্রকৃত মূর্তির মিথ্য ধারাবাহিক প্রবাহ;Mōhābiṣṭanētrē dr̥ṣta alīka chāẏāmūrtira bā prakr̥ta mūrtira mithya dhārābāhika prabāha;null
49798;PAWED;খাবলান;Khābalāna;null
49799;PEDDLERS;ফেরিত্তয়ালা;Phērittaẏālā;null
49800;PEOPLE;সম্প্রদায়;Sampradāẏa;null
49801;PERFECTIBILITY;উপসংহারে;Upasanhārē;null
49802;PAUSE;বিরতি;Birati;["CONTINUATION"]
49803;PAWNSHOP;বন্ধকী দোকান;Bandhakī dōkāna;null
49804;PERSPIRATORY;স্বেদজ;Sbēdaja;null
49805;PECCADILLOS;তুচ্ছ দোষ;null;null
49806;PEDIATRICIAN;শিশুরোগ - চিকিত্সা;Śiśurōga - cikitsā;null
49807;PEES;প্রস্রাব করা;Prasrāba karā;null
49808;PHANTASMA;ফ্যান্টম;Phyānṭama;null
49809;PERITONEA;উদরের আবরকঝিল্লী;Udarēra ābarakajhillī;null
49810;PEROXIDASE;পারঅক্সাইডেস;Pāra'aksā'iḍēsa;null
49811;PENETRATIONS;অনুপ্রবেশ;Anuprabēśa;null
49812;PHONOLOGICALLY;শব্দবিদ্যাগত;Śabdabidyāgata;null
49813;PHOTOCOPYING;ফটোকপি;Phaṭōkapi;null
49814;PHOTOGRAPHING;ফোটোগ্রাফির;Phōṭōgrāphira;null
49815;PHENOL;কীটনাশক ঔষধ ব্যবহৃত কার্বলিক অ্যাসিড;Kīṭanāśaka auṣadha byabahr̥ta kārbalika ayāsiḍa;null
49816;PHILANDER;প্রেমের অভিনয় করা;Prēmēra abhinaẏa karā;null
49817;PHILANDERS;প্রেমনিবেদন করা;null;null
49818;PHOTOCELL;আলোক - বিদ্যুত;Ālōka - bidyuta;null
